business_id,categories,city,is_open,latitude,longitude,name,review_count,restaurant_star,reviews
YzMUZjUMcgI-NSGu48-nIQ,"Nightlife, Desserts, American (New), Food, Wine Bars, Bars, Restaurants, Italian",Charlotte,1,35.2026242,-80.8444191,Dolce Ristorante,166,3.5,"(ahhhhhhhhhh!"" (that's the sound I assume heaven makes when it opens up its pearly gates...)

Homemade gnocchi, kids. Yes indeedy, little potato made nuggets of love can be found here on Tuesdays. Why Tuesdays only? Well, gnocchi is pretty time consuming to create, so that's the day they offer it at Dolce. And it is deeeelightful. 

I've been here twice, but finally remembered to hit up Dolce on a Tuesday for some delectable gnocchi. Since it was being delivered from Foodie Call, I had to make the difficult of decision of type of sauce, all of my own. I had no waiter to guide me...do I choose pesto? Or fresh tomato? Or four cheese? How about bolognese? Or maybe butter sage?! *head explodes*

Well, I went with the four cheese because I was at home and I was already sportin' my sweatpants. But I also requested a side of fresh tomato sauce too, just to have some variety available. Holy yum. These little nuggets of joy are superbly made, cooked just a bit al dente and bathing in just enough sauce...it'll make you say mmmmmmmmm. I  enjoyed the four cheese, but it was a bit heavy for me. The fresh tomato was a really nice alternative and I'm glad I ordered it. 

What else did I order on this chunkerific night in for myself? Tiramisu, of course. I had to try it - and Dolce makes it well. Tasty layers of sweet ricotta mixed in with layers of rum and espresso soaked lady fingers. Well done, Dolce. It's not the best tiramisu I've had, but it's certainly solid. Nom. 

Eat on, friends.)"
4bdSE3QyRb06sMthiYhhnQ,"Food, Arts & Entertainment, Beer, Wine & Spirits, Wineries",Charlotte,1,35.227329525500004,-80.838524611,Assorted Table Wine Shoppe,27,4.5,"(I know nothing about wine. Well, I take that back. I do know that when you get home from the bar at 2am and your bestie Andrea asks do we need to open a bottle of wine, your head is going to hurt the next day.

Whether you pick out bottles based on the pretty label\/clever name (*raises hand in shame*) or you're a connoisseur, here's your place. Josh and the staff are so knowledgeable and nice. Seriously, I went yesterday to pick out a rosé and was blown away by the girl who helped me. I then sat and drank said bottle with a friend. Mondays are hard. Don't be afraid to ask a lot of questions. They have a great selection and it covers all prices points. 

Check their website for upcoming wine events and happenings. Assorted Table also has craft beers, sake, vermouth, bitters, and gift baskets. They will even make you a custom basket to your liking. 

Parking: 7th Street Public Market validates parking up to 90 minutes for the 7th Street Station deck. Clock starts running when you print your ticket. The validation machines are at Local Loaf and Greeneman Farms. A purchase of some sort from the market is required.),(Let's talk about the many, many reasons why I love Assorted Table Wine Shoppe.

1.Any store that's retail pricing instead of four times restaurant mark up, makes me happy.  

2. Community farm table, where you can socialize with Not Just Coffee patrons too!

3. Knowledgeable, unassuming staff, you can be a total novice or an oenophile and you feel welcomed.

4. Plenty of hidden gems, not just the everyday stuff.  We tried a Prosecco or some sort of bubbles from Barcelona (I think) for $26.  Delicious, obscure and affordable. #hellyeah

5. My favorite Vermouth, Dolin.

6. Location, 7th Street Market- great meeting place, where everyone can find something to drink\/eat and be completely content.

7. Outdoor seating

8. Free parking for 90 minutes!

9. A large selection of Bitters!

All this talk makes me want to go there now!!!!)"
WgzVzQtNVKP4l7jC--YFoA,"Vitamins & Supplements, Health Markets, Food, Specialty Food, Shopping, Health & Medical",Charlotte,1,35.095381700000004,-80.7780359,Charlotte Vitamins and Health,15,3.5,"(I love stopping here to pick up healthy supplies. I had a nice conversation with the owner and he's very knowledgeable and helpful in finding items anywhere in the store. It is definitely on the high quality=high prices but you know you're getting the best. They have Canidae dog food which is wonderful and my pet loves it. Organic coconut oil, ezekiel bread, essential oils, stevia, and so much more. You just have to come see it and pick up some things for your health.)"
pCb0jYxksLR562vV7As1bQ,"Delis, Sandwiches, Restaurants, Salad",Charlotte,1,35.2020194,-80.781657,Chris' Deli,69,4.5,"(A deli, but not a New York style deli. Great sandwiches with a good variety of quality meats and cheeses - ham, turkey, roast beef and such. On sub rolls or a bread (including rye, white and whole wheat).

The sandwiches run between $5.50 and $7.00, so it's all pretty inexpensive. Sodas include canned Dr. Browns and they do have some wine and beer available.

We enjoyed what we ate, but I was hoping for bagels and smoked fish. Oh well.

Convenient location on East Independence if you're headed into the city. If you're heading out, you'll have to exit and go through a neighborhood, or continue onwards and make a u-turn.),(Wanted: soup. Why: because I can't handle this cold weather. I'm a wuss. Yes, I know I'm from Nebraska, but I think I've been in the South for too long now and lost my thick skin for chilly temps. Thanks to Yelp, I found this little old school deli and Charlotte gem tucked away in a strip mall on Independence. 

The front of the menu has the tagline- you get your money's worth. That's all you need to know. End of review. I popped into Chris' at 8:30pm on a Monday. I was greeted warmly by one of the waitresses. Then it was decision time: vegetable, chicken noodle, or chicken and rice soup. I went chicken and rice. It was the perfect warm bowl of soup that I needed on a cold night. I also got a turkey reuben. So good. Note: they do their reubens with mustard. If you want thousand island, just make sure to ask. Soup, reuben, macaroni salad... all for about $10. I actually saved half my sandwich and side for lunch the next day. Two perfect Nikki-sized meals. 

Chris himself was in the kitchen. He made my meal for me. He also took the time to come out, talk to me, and tell me about the place. (I walked in around closing time, so I was the only person there at the time) Such a sweet man. He even sent me home with a bag of apples. Why? Because he said they were so delicious. 

I live in Elizabeth, so my GPS took me through a neighborhood on the backside of the strip mall. I didn't have to touch Independence at all. Just a heads up, in case you think your GPS is drunk. 

Signs of a solid spot? The construction and bat ish craziness of Independence Blvd couldn't even slow down this place. It has a ton of regulars who pop in for lunch every week. You can add my name to that list.),(Yup its in the end of a a strip mall maybe one of the last strip malls in this area of Independence Blvd. but don't let that stop you from checking out this gem. If you want a real sub...real service...and some hot and delicious chicken and wild rice soup check out Chris'. 

This place rocks when it comes to consistency I frequent here often for lunch..you can always get a seat and the waiters are friendly. You can order your sub hot or cold on all different types of breads or rolls (onion roll highly recommended). Deli meat is cut fresh big PLUS. Don't forget to ask for the horseradish mustard it is amazing.)"
tjAeaGdxf7I4xN9M7wGJNQ,"Vegetarian, Gluten-Free, Food, Restaurants, Pizza, Farmers Market",Charlotte,1,35.2275824427,-80.83791167060001,Pure Pizza,259,4.0,"(Great pizza with interesting toppings in the Seventh Street Market. And they have local beer on tap, what's not to love?

I got their chorizo topped pizza which also had some cilantro and fresh tomatoes. Made to order, it took a few minutes until it was brought to my table. By that time, I was well into my pint of Triple C's Golden Boy beer. I'll need another of those, please.

Prices are okay ($5 for a local draft is quite reasonable) and there were enough seats around the dinner hour. Note that they do close at around 7pm.),(After all of my camping out at 7th Street Market, I finally made it over to Pure for lunch. After seeing multiple delicious pizzas make their rounds throughout the market to tables seated with happily expectant guests, the time was nigh.

Hanging out on a Saturday morning at the market is great. Tons of hustle and bustle. Hungry folks exploring the various vendors and stands. We enjoyed the morning crowd and had an early lunch. 

My wife ordered the mushroom on the sprouted ancient grain crust and I ordered the chorizo pie on the traditional white crust. The mushroom had incredible, robust aromatics. Local shitaki mushrooms and a nice whisper of truffle. The crust is thin and chewy with tons of grainy flavor. That subtle truffle oil flavor....heaven. The chorizo was great. I appreciated the lime wedge to squeeze over the pie. It added the needed sourness to enhance the other savory flavors. I enjoyed chorizo, but the mushroom definitely took first prize of the two. Easily one of the best craft pizzas I've had in the QC.

They also have some great drink choices. Ting? I haven't seen this except at Jamaican restaurants and ethnic markets! How cool! I LOVE Ting. I used to drink it as a kid. It's a nice, perky flavor and works well with the pizza. 

Price point is very fair for the craft they churn out, they bring the pizza to you where ever you are in the market, and you can even custom your pie to the world's end. I'm so stoked this place set up in the 7th Street Market!

Very much looking forward to going back. Cheers!),(Everyone was telling me this pizza was delicious!!  I just wasn't paying attention, I went yesterday for a job, it was our fourth stop and we had been eating all day.  So, you can imagine I wasn't thinking how delicious this might be or having the excitement of a fresh pie coming my way!  

We tried The Chorizo, it was so unique.  It was like a street taco, thin crust topped with cheese, chorizo, cilantro, tomato, raw red onion and a little radish.. it was an explosion of flavor.  Just the perfect mix of hot food, with crisp toppings and tiny amount of spice. Well balanced, you just wanting to keep eating it, to keep getting the wave of flavors.

Local sourced ingredients, friendly service + delicious product. And did I mention beer? They have a five or six local beers on tap.  Good times.

Check times in the evening because it closes when the Market closes.),(I guess I'm in the minority here. To me, the pizza tastes like a glorified version of Domino's. There is definitely a similarity in taste between the two. 

If you're looking for New York pizza (real NY pizza, not the places that call themselves ""NY Pizza""), then you will probably be disappointed. If you're not a pizza snob (as in from NY), then you should be good to go. 

It's also a little on the expensive side in regards to value.

Fortunately, this experience led to the discovery of Cloud 9.)"
9Zhiktm7_LYN_uxaT9XEhg,"Restaurants, Chinese",Charlotte,1,35.0528096563,-80.7704094003,The Wok,46,3.5,"(I wish there was a way to give half stars on Yelp so I rounded up to 4 stars.  Don't come here for the ambience (3\/5) cause that is not what you'll get.  It is a small strip mall type store so very small and vanilla inside.  The food this go round was decent but some of it was a bit off.  I had the general tso chicken which was very good (5\/5) but the fried rice did not taste as fresh as before and could have used more soy sauce to up the saltiness (2\/5) and the egg roll was not good (1\/5) the cabbage tasted too raw and so it was too cabbage tasting as a result.  Still, we'll come again as it is overall good and the portions are huge.)"
9p80iZvVnZdw9U5wtDyp4Q,"Sandwiches, Food, Meat Shops, Restaurants, Event Planning & Services, Delis, Cafes, Caterers, Specialty Food",Charlotte,1,35.1781843503,-80.8786010742,Honey Baked Ham Company,13,3.5,"(Thanksgiving shopping is DONE! We went to HoneyBaked early Sunday afternoon and got the ham and the turkey and a few fixings. Very helpful staff who walked us through what we wanted and helped us determine the right quantities. It sure isn't cheap though!

This stuff doesn't have to be bought the day before, ya know? You can get it a little earlier because the line tends to grow as the holidays approach.)"
BpW65jN4yscndnTsdyzoHQ,"Caterers, Event Planning & Services, Restaurants, Food, Food Stands, Arts & Crafts, Shopping, Cooking Classes, Food Trucks",Charlotte,1,35.199474,-80.879974,Roots Catering,36,4.0,"(Hooray - another delicious food cart! 

I was so excited to hear about Roots Farm Food - a food cart committed to providing super fresh food w\/ingredients sourced within 100 miles of Charlotte. My first experience eating at Roots was at Charlotte's Clean & Green fest when I indulged in a duck confit taco and the most perfect grilled cheese. 

First of all, I really appreciate that Roots grows many of its own veggies and sources plenty of ingredients very close by. But it's really about the taste, isn't it? Both items did not disappoint in the least! I never eat duck. Seriously - I never eat duck...but when hubs ordered the duck confit taco with fresh slaw and a toasted soft taco shell, I just had to try it. Suffice it to say, he didn't get to eat very much of that duck taco...I did! Delicious. And how about the grilled cheese?! Ooey gooey with super fresh cheese, delicious toasty, buttery bread...perfection. 

I'm pretty delighted that the fresh and local food carts are finally being brought into Charlotte. Do yourself a favor and hit up their website, find the cart and get back to your Roots.)"
yIxP32hWfZm5gyYUUh2WBA,"American (New), Wine Bars, Restaurants, Bars, Seafood, Nightlife",Charlotte,1,35.21009420000001,-80.8571985,Bonterra Restaurant & Wine Room,139,3.5,"(This past experience at Bonterra was, well, surely better than last time but I'm still not a convert to this gorgeous restaurant. To set the scene, hubs and I took my parents here for a late dinner in celebration of my mom's birthday. 

The Good: The herb butter for our delicious bread, the amazing and extensive wine selection (especially wine by the glass), the lovely interior (it's an old church renovated into a restaurant).

The Meh: While my mom loved her scallop dish (I ordered the same), I thought it was just ok. The scallops were cooked perfectly but the sweet potato puree was entirely too sweet for my liking and the dish lacked texture. I also tried some of hubs' peach souffle and I didn't taste much peach, only eggy souffle. For the record, I'm not a huge souffle fan, so take that for what it's worth. 

The Service: This gets a category of its own. It's traditional paced\/slower service which can be just fine. Our server was very polite and friendly and provided some great suggestions in terms of wine and entrees. However, he became a bit absent nearing the end. Yes, we started dinner a bit late at 9 pm, but I expect that great service to continue through the end of my meal. He must have misunderstood us, as the gentlemen at the table pre-ordered their souffles but my mother and I would have liked to order our own desserts. By the time the souffles (and our serve) returned to our table we honestly didn't want to wait to order another round of treats. He also didn't offer us any coffee to finish off our meal. Yes, all these things I could have gotten up from the table and fetched him, but I wasn't in the mood to chase. 

So, Bonterra, for me, is just ok. I wasn't blown away by the food or the service but I wasn't super disappointed either.),(Elegant old Church. Beautiful details.

Restaurant week again in Charlotte and have wanted to try Bonterra for some time.  Made reservations and drove down tonight to give them a try.

It's in an old Church in Dilworth and they have preserved many of the original features.  While dining is Elegant, attire is somewhat more relaxed.  

This place has some of the best wait staff I have experienced in the Charlotte metro area.  These are not kids making a few extra bucks or working their way though college.  The servers are older and professionals in theri craft.

Restaurant is the Pre Fixe arrangement where you get three courses for a set rate of $30.  Bonterra like most places allow you to upgrade your entree for a nominal charge.  In my wife's case, she upgraded her hanger steak to a 8 oz fillet for an additional $12 which was still very reasonable.

We both started with salads. She had the Kale Salad and I had the Baby Arugula. From the description it sounded very similiar to a salad I had had a Delmonico's at the Venetian in Las Vegas a number of years ago and it was indeed, very close.

She had her fillet and I have the Pork Tenderloin with Peach Sauce.  Cooked to perfection, nice and moist and full of flavor.

For dessert, we both had fruit and cheese trays which were a perfect compliment to an otherwise perfect evening.

We ill be back and probably will not wait for Restaurant Week to provide and excuse.)"
ZCXjNG1EBFiKKMtR9DOTGg,"Seafood, Bars, Nightlife, Restaurants, Thai",Charlotte,1,35.3037392,-80.7493303,Thai House - University,314,4.0,"(I've had Thai House in my Yelp bookmarks for a long, long time. You see, I love Thai food and I've heard really wonderful things about this spot. Finally when I had a meeting in University I jumped at the chance to grab some lunch here. 

The Good: The service was incredible fast (scary fast), efficient and friendly. Water glasses were kept full and I felt welcomed at all times. The restaurant, albeit a bit dark, was quite clean and definitely crowded for the lunch rush (always a good sign). Prices were affordable and spot on for the Thai fare offered. 

The Meh: My Pad See Ew was just ok. It had a nice spice to it (I asked for spice level three) but it was lacking in noodles. And it's a noodle dish. Maybe I just got the runt of the pad see ew litter, but there was twice as much chicken as noodles. Taste wise it was fine but nothing to really write home about. 

As for the gratis sweet & sour soup that comes at the beginning of the meal - frankly I'm never a fan of that soup in general, so it's not so fair to judge it here. 

Overall it was a fine meal, but I'm not rushing back to Thai House. If I find myself hankering for pad thai or curry while rolling around University, I'd definitely give it another go.),(08\/20\/11

Still enjoying the carved woodwork.  Was still full from BBQ lunch, so I only ordered the fried tofu salad, while sisters and BIL split a couple of delicious-looking entrees.  I really enjoyed my salad-- the peanut salad dressing was almost addicting!

Prompt and courteous service, w\/out the snobbery we've encountered in other recent jaunts.  Maybe we'll go back for a proper meal before we leave for home...)"
xFSCaBlcnDXSGFPUtYtuXA,"Restaurants, Chicken Wings, Sandwiches, Pizza",Charlotte,1,35.227845,-80.840053,Fuel Pizza,74,2.5,"(Despite what some people say, the old original Fuel location was on Trade Street, just a bit down from the heart of downtown. The newer location in the Hearst Building and on South Blvd try to reach the heights the old one had, but they fall just a bit short in my opinion. For a long time this was my favorite pizza place in Charlotte (along with Wolfman), because they had that true NY style of thin slices with heaps of greasy meat piled on top. I will second the opinion given below that the single slices heated up are definitely not the way to go, if you are going to come here you have to get a fresh pie for the true experience.

The non-pizza items are also pretty good, especially the wings. If you like hot stuff as much as I do try them Inferno style, just have plenty of water or beer to cool your mouth down! The garlic knots are also dangerously addictive, and if you're not careful you can easily fill up quickly before your pizza is even ready. Overall I still think Fuel is the place to go if you want some REAL pizza, and I don't think Charlotte has anything to knock it off the throne just yet.)"
